"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Sprix","Ketorolac Tromethamine","SPRAY, METERED;NASAL","022382","ZYLA","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022382s022lbl.pdf#page=22"
"Starjemza","Ustekinumab-Hmny","INJECTABLE;SUBCUTANEOUS,INTRAVENOUS","761419","BIO-THERA SOLUTIONS, LTD.","05/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761419s000lbl.pdf#page=36"
"Stavzor","Valproic Acid","CAPSULE, DELAYED RELEASE;ORAL","022152","BIONPHARMA INC","03/31/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/022152s010lbl.pdf#page=44"
"Steglatro","Ertugliflozin","TABLET;ORAL","209803","MERCK SHARP DOHME","12/20/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/209803Ss008lbledt.pdf#page=25"
"Steglujan","Ertugliflozin; Sitagliptin Phosphate","TABLET;ORAL","209805","MERCK SHARP DOHME","12/20/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/209805s017lbledt.pdf#page=31"
"Stelara","Ustekinumab","INJECTABLE;INJECTION","761044","JANSSEN BIOTECH","04/16/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761044s020lbl.pdf"
"Stelara","Ustekinumab","INJECTABLE; INJECTION","125261","CENTOCOR ORTHO BIOTECH INC","07/16/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125261s174lbl.pdf#page=39"
"Steqeyma","Ustekinumab-Stba","INJECTABLE;SUBCUTANEOUS","761338","CELLTRION","06/13/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761338Orig1s003lbl.pdf#page=37"
"Stoboclo","Denosumab","INJECTABLE;SOLUTION","761404","CELLTRION, INC.","10/29/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761404s000lbl.pdf#page=33"
"Strattera","Atomoxetine Hydrochloride","CAPSULE;ORAL","021411","LILLY","07/10/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/021411s053lbl.pdf#page=25"
"Striverdi Respimat","Olodaterol Hydrochloride","SPRAY, METERED;INHALATION","203108","BOEHRINGER INGELHEIM","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/striverdi respimatMedGuide2016.pdf"
"Sublocade","Buprenorphine","SOLUTION, EXTENDED RELEASE;SUBCUTANEOUS","209819","INDIVIOR INC","02/21/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/209819s031lbl.pdf#page=45"
"Suboxone","Buprenorphine Hydrochloride; Naloxone Hydrochloride","FILM;BUCCAL, SUBLINGUAL","022410","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022410s046s047lbl.pdf#page=35"
"Suboxone","Buprenorphine Hydrochloride; Naloxone Hydrochloride","TABLET;SUBLINGUAL","020733","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020733s031s032lbl.pdf#page=32"
"Subsys","Fentanyl","SPRAY;SUBLINGUAL","202788","BTCP PHARMA","12/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202788s023lbl.pdf#page=40"
"Subutex","Buprenorphine Hydrochloride","TABLET;SUBLINGUAL","020732","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020732s027s028lbl.pdf#page=29"
"Subvenite","Lamotrigine","SUSPENSION","218879","OWP PHARMACEUTICALS INC","09/16/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218879s000lbl.pdf#page=48"
"Suclear","Magnesium Sulfate; Polyethylene Glycol 3350; Potassium Chloride; Potassium Sulfate; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate","SOLUTION;ORAL","203595","BRAINTREE LABS","08/15/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/203595s000lbl.pdf#page=13"
"Suflave","Polyethylene Glycol 3350; Sodium Sulfate; Potassium Chloride; Magnesium Sulfate; Sodium Chloride","SOLUTION;ORAL","215344","BRAINTREE LABORATORIES","06/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215344s000lbl.pdf#page=14"
"Sunosi","Solriamfetol Hydrochloride","TABLET;ORAL","211230","JAZZ","06/28/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211230s009lbl.pdf#page=23"
"Supprelin LA","Histrelin Acetate","IMPLANT;SUBCUTANEOUS","022058","ENDO PHARM","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022058s020lbl.pdf#page=25"
"Suprep Bowel Prep Kit","Magnesium Sulfate; Potassium Sulfate; Sodium Sulfate","SOLUTION;ORAL","022372","BRAINTREE LABS","11/18/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/022372s016lbl.pdf#page=14"
"Surmontil","Trimipramine Maleate","CAPSULE;ORAL","016792","ODYSSEY PHARMS","09/30/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/016792s037lbl.pdf#page=12"
"Sustol","Granisetron","INJECTION, EXTENDED RELEASE;SUBCUTANEOUS","022445","HERON THERAPS INC","02/23/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/022445s014lbl.pdf#page=17"
"Susvimo","Ranibizumab","INJECTION","761197","GENENTECH INC","09/05/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761197s008lbl.pdf#page=40"
"Sutab","Magnesium Sulfate; Potassium Chloride; Sodium Sulfate","TABLET;ORAL","213135","BRAINTREE LABS","10/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/213135s004lbl.pdf#page=15"
"Sutent","Sunitinib Malate","CAPSULE;ORAL","021938","CPPI CV","08/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021938s039lbledt.pdf#page=34"
"Sylatron","Peginterferon Alfa-2b","VIAL","103949","SCHERING","12/21/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5312lbl.pdf#page=13"
"Symbravo","Meloxicam, Rizatriptan","TABLET;ORAL","215431","AXSOME THERAPEUTICS, INC","01/30/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/215431s000lbl.pdf#page=27"
"Symbyax","Fluoxetine Hydrochloride; Olanzapine","CAPSULE;ORAL","021520","LILLY","01/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021520s056lbl.pdf#page=42"
"Symlin","Pramlintide Acetate","INJECTABLE;SUBCUTANEOUS","021332","ASTRAZENECA AB","12/18/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089141.pdf"
"Sympazan","Clobazam","FILM;ORAL","210833","AQUESTIVE","03/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210833s004lbl.pdf#page=26"
"Symproic","Naldemedine Tosylate","TABLET;ORAL","208854","BDSI","07/15/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/208854s007lbl.pdf#page=14"
"Synalgos-DC","Aspirin; Caffeine; Dihydrocodeine Bitartrate","CAPSULE;ORAL","011483","SUN PHARM INDUSTRIES","12/22/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/011483s038lbl.pdf#page=51"
"Synarel","Nafarelin Acetate","SPRAY, METERED;NASAL","019886","PFIZER","11/24/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/019886s040lbl.pdf#page=29"
"Synjardy","Empagliflozin; METformin Hydrochloride","TABLET;ORAL","206111","BOEHRINGER INGELHEIM","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/206111s050lbl.pdf#page=44"
"Synjardy XR","Empagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","208658","BOEHRINGER INGELHEIM","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/208658s038lbl.pdf#page=44"
"Synribo","Omacetaxine Mepesuccinate","POWDER;SUBCUTANEOUS","203585","TEVA PHARMS INTL","05/12/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203585Orig1s008lbl.pdf#page=18"
"Tafinlar","Dabrafenib Mesylate","CAPSULE;ORAL","202806","NOVARTIS","01/30/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/202806s036,217514s010lbl.pdf#page=46"
"Tafinlar","Dabrafenib","TABLET;ORAL","217514","NOVARTIS PHARMACEUTICALS","01/30/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/202806s036,217514s010lbl.pdf#page=46"
"Taltz","Ixekizumab","INJECTABLE;INJECTION","125521","ELI LILLY AND CO","07/27/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125521s024lbl.pdf#page=21"
"Talvey","Talquetamab-Tgvs","INJECTABLE; SUBCUTANEOUS","761342","JANSSEN BIOTECH","10/02/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761342s016lbl.pdf#page=30"
"Tanzeum","Albiglutide","INJECTABLE;INJECTION","125431","GLAXOSMITHKLINE LLC","12/20/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/125431s019lbl.pdf#page=36"
"Targiniq","Naloxone Hydrochloride; Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205777","PURDUE PHARMA LP","09/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205777s010s011lbl.pdf#page=47"
"Tascenso ODT","Fingolimod LAuryl Sulfate","TABLET, ORALLY DISINTEGRATING;ORAL","214962","HANDA NEUROSCIENCE, LTD","07/10/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/214962s005lbl.pdf#page=24"
"Tasigna","Nilotinib Hydrochloride","CAPSULE;ORAL","022068","NOVARTIS","02/08/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022068s035s036lbl.pdf#page=36"
"Tavneos","Avacopan","CAPSULE;ORAL","214487","CHEMOCENTRYX","06/03/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214487s000lbl.pdf#page=17"
"Tazverik","Tazemetostat Hydrobromide","TABLET;ORAL","211723","EPIZYME INC","11/16/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211723s004lbl.pdf#page=17"
"Tazverik","Tazemetostat Hydrobromide","TABLET;ORAL","213400","EPIZYME INC","06/18/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213400s000lbl.pdf#page=17"
"Tecentriq","Atezolizumab","INJECTABLE;INJECTION","761034","GENENTECH INC","05/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761034s061lbl.pdf#page=76"
"Tecentriq","Atezolizumab","INJECTABLE; INJECTION","761041","GENENTECH INC","10/18/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/761041s000lbl.pdf#page=22"
"Tecentriq Hybreza","Atezolizumab, Hyaluronidase (Human Recombinant)","INJECTABLE;SUBCUTANEOUS","761347","GENENTECH INC","11/24/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761347s004lbl.pdf#page=79"
"Technivie","Ombitasvir; Paritaprevir; Ritonavir","TABLET;ORAL","207931","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/207931s013lbl.pdf#page=39"
"Tecvayli","Teclistamab-Cqyv","INJECTABLE; SUBCUTANEOUS","761291","JANSSEN BIOTECH","03/05/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/0761291s018lbl.pdf#page=37"
"Tegretol","Carbamazepine","SUSPENSION;ORAL","018927","NOVARTIS","09/30/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/018927Orig1s061;016608Orig1s122;020234Orig1s055lbl.pdf#page=20"
"Tegretol","Carbamazepine","TABLET, CHEWABLE;ORAL","018281","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"Tegretol","Carbamazepine","TABLET;ORAL","016608","NOVARTIS","09/30/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/018927Orig1s061;016608Orig1s122;020234Orig1s055lbl.pdf#page=20"
"Tegretol-XR","Carbamazepine","TABLET, EXTENDED RELEASE;ORAL","020234","NOVARTIS","09/30/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/018927Orig1s061;016608Orig1s122;020234Orig1s055lbl.pdf#page=20"
"Tegsedi","Inotersen Sodium","SOLUTION;SUBCUTANEOUS","211172","AKCEA THERAPS","01/12/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211172s010lbl.pdf#page=28"
"Testim","Testosterone","GEL;TRANSDERMAL","021454","AUXILIUM PHARMS LLC","07/11/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021454s036lbl.pdf#page=24"
"Testosterone","Testosterone","GEL;TRANSDERMAL","202763","ANI PHARMS","10/25/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202763s000mg.pdf"
"Testosterone Cypionate Injection","Testosterone Cypionate","INJECTABLE;INTRAMUSCULAR","216318","SLAYBACK PHARMA LLC","07/11/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/216318s005lbl.pdf#page=18"
"Tevimbra","Tislelizumab-Jsgr","INJECTABLE;INTRAVENOUS","761417","BEIGENE, LTD","09/05/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761417Orig1s000correctedlbl.pdf#page=22"
"Tevimbra","Tislelizumab-Jsgr","INJECTABLE;INJECTION","761232","BEIGENE","05/01/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761232s004lbl.pdf#page=27"
"Tevimbra","Tislelizumab-Jsgr","INJECTABLE;INTRAVENOUS","761380","BEIGENE, LTD","03/03/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761380s000lbl.pdf#page=26"
"Thalomid","Thalidomide","CAPSULE;ORAL","020785","CELGENE","03/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020785s071lbl.pdf#page=21"
"Tibsovo","Ivosidenib","TABLET;ORAL","211192","SERVIER","10/24/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211192s011lbl.pdf#page=38"
"Tikosyn","Dofetilide","CAPSULE;ORAL","020931","PFIZER","08/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020931s017lbl.pdf#page=27"
"Tivdak","Tisotumab Vedotin-Tftv","INJECTABLE;INJECTION","761208","SEAGEN","11/12/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761208s010lbl.pdf#page=27"
"Tivorbex","Indomethacin","CAPSULE;ORAL","204768","GENUS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204768s008lbl.pdf#page=25"
"Tlando","Testosterone Undecanoate","CAPSULE","208088","VERITY PHARMACEUTICALS INC","07/11/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/208088s002lbl.pdf#page=17"
"Tofidence","Tocilizumab-Bavi","INJECTABLE;INTRAVENOUS","761354","BIOGEN MA","12/03/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761354s004lbl.pdf#page=55"
"Tofranil","Imipramine Hydrochloride","TABLET;ORAL","087846","SPECGX LLC","06/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/087846s028,087844s027,087845s027lbl.pdf#page=3"
"Tofranil-Pm","Imipramine Pamoate","CAPSULE;ORAL","017090","SPECGX LLC","07/28/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM326090.pdf"
"Tolectin","Tolmetin Sodium","TABLET;ORAL","017628","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Tolectin 600","Tolmetin Sodium","TABLET;ORAL","017628","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Tolectin DS","Tolmetin Sodium","CAPSULE;ORAL","018084","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Topamax","Topiramate","TABLET;ORAL","020505","JANSSEN PHARMS","03/06/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/020505s068lbl.pdf#page=55"
"Topamax","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","03/06/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/020844s059lbl.pdf#page=55"
"Topamax Sprinkle","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","05/03/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020505s065,020844s056lbl.pdf#page=56"
"Toradol","Ketorolac Tromethamine","TABLET;ORAL","019645","ROCHE PALO","03/26/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/019645s019lbl.pdf#page=23"
"Tracleer","Bosentan","TABLET;ORAL","021290","ACTELION","11/05/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021290s048,209279s015lbl.pdf#page=31"
"Tracleer","Bosentan","TABLET, FOR SUSPENSION;ORAL","209279","ACTELION","11/05/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021290s048,209279s015lbl.pdf#page=31"
"Tradjenta","Linagliptin","TABLET;ORAL","201280","BOEHRINGER INGELHEIM","06/20/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/201280s027lbl.pdf#page=16"
"Tranxene","Clorazepate Dipotassium","CAPSULE;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"Tranxene","Clorazepate Dipotassium","TABLET;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"Tranxene SD","Clorazepate Dipotassium","TABLET;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"Trazodone Hydrochloride","Trazodone Hydrochloride","TABLET;ORAL","071196","APOTEX INC","04/20/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/071196s062lbl.pdf#page=3"
"Trelegy Ellipta","Fluticasone Furoate; Umeclidinium Bromide; Vilanterol Trifenatate","POWDER;INHALATION","209482","GLAXOSMITHKLINE","06/02/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209482s000lbl.pdf#page=33"
"Tremfya","Guselkumab","INJECTABLE;INJECTION","761061","JANSSEN BIOTECH","05/28/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761061s034lbl.pdf#page=47"
"Treximet","Naproxen Sodium; Sumatriptan Succinate","TABLET;ORAL","021926","CURRAX","11/21/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021926s019lbl.pdf#page=32"
"Tridione","Trimethadione","SOLUTION;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Tridione","Trimethadione","CAPSULE;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Tridione","Trimethadione","TABLET;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Trijardy XR","Empagliflozin; Linagliptin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","212614","BOEHRINGER INGELHEIM","08/18/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/212614s032lbl.pdf#page=44"
"Trikafta","Elexacaftor, Tezacaftor, Ivacaftor)","TABLET","212273","VERTEX PHARMACEUTICALS INC","03/27/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/212273s014lbl.pdf#page=30"
"Trikafta","Ivacaftor, Elexacaftor, Tezacaftor","GRANULE","217660","VERTEX PHARMACEUTICALS INC","03/27/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/217660s008lbl.pdf#page=30"
"Trileptal","Oxcarbazepine","SUSPENSION;ORAL","021285","NOVARTIS","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021014s049,021285s041lbl.pdf#page=27"
"Trileptal","Oxcarbazepine","TABLET;ORAL","021014","NOVARTIS","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021014s049,021285s041lbl.pdf#page=27"
"Trintellix","Vortioxetine Hydrobromide","TABLET;ORAL","204447","TAKEDA PHARMS USA","08/23/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204447s026lbl.pdf#page=33"
"Triptodur Kit","Triptorelin Pamoate","FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","208956","ARBOR PHARMS LLC","09/23/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/208956s014lbl.pdf#page=13"
"Triumeq","Abacavir Sulfate; Dolutegravir Sodium; LAmivudine","TABLET;ORAL","205551","VIIV HLTHCARE","10/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/205551s034lbl.pdf#page=56"
"Triumeq Pd","Abacavir Sulfate; Dolutegravir Sodium; LAmivudine","SUSPENSION;ORAL","215413","VIIV HLTHCARE","10/28/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/215413s005lbl.pdf#page=56"
"Trizivir","Abacavir Sulfate; LAmivudine; Zidovudine","TABLET;ORAL","021205","VIIV HLTHCARE","02/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021205s038lbl.pdf#page=34"
"Trokendi XR","Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","201635","SUPERNUS PHARMS","03/06/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/201635s039lbl.pdf#page=43"
"Troxyca ER","Naltrexone Hydrochloride; Oxycodone Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","207621","PFIZER","05/26/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207621s004lbl.pdf#page=32"
"Trudhesa","Dihydroergotamine Mesylate","SPRAY, METERED;NASAL","213436","IMPEL NEUROPHARMA","09/02/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213436s000lbl.pdf#page=22"
"Trulance","Plecanatide","TABLET;ORAL","208745","SALIX","04/13/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208745s011lbl.pdf#page=15"
"Trulicity","Dulaglutide","INJECTABLE;INJECTION","125469","ELI LILLY AND CO","03/12/2026","http://www.accessdata.fda.gov/drugsatfda_docs/label/2026/125469s065lbl.pdf#page=32"
"Truvada","Emtricitabine; Tenofovir Disoproxil Fumarate","TABLET;ORAL","021752","GILEAD","04/29/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021752Orig1s063lbl.pdf#page=35"
"Truxima","Rituximab-Abbs","INJECTABLE;INJECTION","761088","CELLTRION INC","06/09/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761088s032lbl.pdf#page=45"
"Turalio","Pexidartinib Hydrochloride","CAPSULE;ORAL","211810","DAIICHI SANKYO INC","01/03/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/211810s013lbl.pdf#page=21"
"Tussionex Pennkinetic","Chlorpheniramine Polistirex; Hydrocodone Polistirex","SUSPENSION, EXTENDED RELEASE;ORAL","019111","UCB INC","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019111s022lbl.pdf#page=25"
"Tuxarin ER","Chlorpheniramine Maleate; Codeine Phosphate","TABLET, EXTENDED RELEASE;ORAL","206323","MAINPOINTE","07/15/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/206323s009lbl.pdf#page=27"
"Tuzistra XR","Chlorpheniramine Polistirex; Codeine Polistirex","SUSPENSION, EXTENDED RELEASE;ORAL","207768","AYTU","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/207768s013lbl.pdf#page=27"
"Tyenne","Tocilizumab-Aazg","INJECTABLE;SUBCUTANEOUS","761449","FRESENIUS KABI USA, LLC","05/20/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761449s006lbl.pdf#page=53"
"Tyenne","Tocilizumab--Aazg","INJECTABLE;SUBCUTANEOUS","761275","FRESENIUS KABI USA LLC","05/20/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761275s022lbl.pdf#page=53"
"Tymlos","Abaloparatide","SOLUTION;SUBCUTANEOUS","208743","RADIUS HEALTH INC","08/11/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/208743s018lbl.pdf#page=22"
"Tysabri","Natalizumab","VIAL; SINGLE-USE","125104","BIOGEN IDEC","10/30/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125104s976s979lbl.pdf#page=32"
"Tyzeka","Telbivudine","TABLET;ORAL","022011","NOVARTIS","12/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
"Tyzeka","Telbivudine","SOLUTION;ORAL","022154","NOVARTIS","12/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
"Tzield","Teplizumab","INJECTION;SOLUTION","761183","PROVENTION BIO, INC.","06/15/2026","https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761183s010lbls014lbl.pdf#page=32"
"Ukoniq","Umbralisib Tosylate","TABLET;ORAL","213176","TG THERAPS","02/05/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213176s000lbl.pdf#page=19"
"Uloric","Febuxostat","TABLET;ORAL","021856","TAKEDA PHARMS USA","04/17/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021856s015lbl.pdf#page=19"
"Ultomiris","Ravulizumab-Cwvz","INJECTABLE;INJECTION","761108","ALEXION PHARM","09/26/2025","https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761108s041lbl.pdf#page=43"
"Ultracet","Acetaminophen; Tramadol Hydrochloride","TABLET;ORAL","021123","JANSSEN PHARMS","02/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021123s015lbl.pdf#page=46"
"Ultram","Tramadol Hydrochloride","TABLET;ORAL","020281","JANSSEN PHARMS","02/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020281s040lbl.pdf#page=42"
"Ultram ER","Tramadol Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021692","VALEANT PHARMS","08/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021692s015lbl.pdf#page=36"
"Uplizna","Inebilizumab-Cdon","INJECTABLE;INJECTION","761142","VIELA BIO","06/11/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761142s000lbl.pdf#page=17"
"Valchlor","Mechlorethamine Hydrochloride","GEL;TOPICAL","202317","HELSINN","05/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202317s009lbl.pdf#page=10"
"Valium","Diazepam","TABLET;ORAL","013263","ROCHE","03/19/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/013263Orig1s100lbl.pdf#page=19"
"Valtoco","Diazepam","SPRAY;NASAL","211635","NEURELIS INC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211635s008lbl.pdf#page=24"
"Vanflyta","Quizartinib","TABLET;ORAL","216993","DAIICHI SANKYO","06/25/2024","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216993s000lbl.pdf#page=20"
